Customer,Arrival_Date,Wait,Service_Start_Date,Service_Time,Service_End_Date
64,0.4037342251005131,67118.3739310838,67118.7776653089,1209.4291948912842,68328.20686020018
65,0.4054777003477628,68327.80138249983,68328.20686020018,655.9283664718685,68984.13522667205
66,0.41236468011723976,68983.72286199193,68984.13522667205,365.5979492737133,69349.73317594576
67,0.41474877864327386,69349.31842716712,69349.73317594576,538.3480939341927,69888.08126987996
68,0.4184330137191401,69887.66283686624,69888.08126987996,240.27805983811646,70128.35932971808
69,0.42414396779312286,70127.93518575029,70128.35932971808,754.7885855143791,70883.14791523246
70,0.4342880785285586,70882.71362715393,70883.14791523246,816.7190462775054,71699.86696150996
71,0.4384938732184924,71699.42846763674,71699.86696150996,49.666873211235675,71749.5338347212
72,0.4610365453305822,71749.07279817587,71749.5338347212,111.5964298255401,71861.13026454674
73,0.46667177312445773,71860.6635927736,71861.13026454674,1056.575335401605,72917.70559994834
74,0.4732015371054979,72917.23239841123,72917.70559994834,1369.1760966458883,74286.88169659422
75,0.4870632648273544,74286.3946333294,74286.88169659422,2012.5986628549977,76299.48035944923
76,0.4883583702693769,76298.99200107895,76299.48035944923,354.9835561914099,76654.46391564063
77,0.49775355721982917,76653.96616208341,76654.46391564063,606.4999849105736,77260.96390055121
78,0.5100620719968145,77260.45383847921,77260.96390055121,49.91764290741436,77310.88154345863
79,0.5157305150931573,77310.36581294354,77310.88154345863,1538.0072280204897,78848.88877147912
80,0.5176466876918155,78848.37112479143,78848.88877147912,2336.724734500029,81185.61350597916
81,0.5218247260240169,81185.09168125314,81185.61350597916,651.4540071485969,81837.06751312775
82,0.5229706650438442,81836.54454246271,81837.06751312775,168.54625206633378,82005.61376519408
83,0.5260406247465214,82005.08772456934,82005.61376519408,2911.314545883134,84916.92831107721
84,0.5282486301538141,84916.40006244705,84916.92831107721,64.83617289856771,84981.76448397577
85,0.5408599996048958,84981.22362397617,84981.76448397577,1931.9137686505555,86913.67825262633
86,0.5491509809427904,86913.12910164539,86913.67825262633,329.028800660687,87242.70705328701
87,0.5527771586295508,87242.15427612838,87242.70705328701,1599.6058943009357,88842.31294758795
